qltg,1=龟甲冬青
aayj,1=萎蔫剂
axxy,1=萎缩纹
avbb,1=萌妹子
anad,1=萌发期
akvf,1=萌兄妹
assh,1=萃梦想
awtr,1=萃合物
abfa,1=萃取塔
abyj,1=萃取剂
agpg,1=菲瑟定
atpr,1=菲律宾
atig,1=菲利浦
aqxg,1=菱角线
aemg,1=菱脑峡
agqm,1=菱形钢
aasd,1=菩萨顶
aawq,1=菩萨像
arsv,1=菩提根
arsc,1=菩提树
arjs,1=菩提果
arff,1=菩提寺
aapn,1=菠萝蜜
axbb,1=菟丝子
agjh,1=菜青虫
aajp,1=菜花蛇
aoja,1=菜粉蝶
aoim,1=菜籽油
atbb,1=菜篮子
astj,1=菜根香
asys,1=菜根谭
ayfn,1=菜市场
aykk,1=菜市口
auqv,1=菜单键
ausu,1=菜单栏
apdr,1=菌褶原
axfp,1=菌纤索
axgx,1=菌红素
aows,1=菌类体
aslu,1=菌根圈
asjs,1=菌核果
arov,1=菌指数
aryi,1=菌反应
axwd,1=菌丝段
aaql,1=菊花链
aana,1=菊花展
aack,1=菊花台
admg,1=菊胡同
auyv,1=菊次郎
aknw,1=菊川怜
aaxn,1=莽荒纪
acya,1=获能度
aeft,1=获胜者
atbn,1=获得了
auov,1=获奖数
aatg,1=莲花生
aaos,1=莲花灯
aayw,1=莲花座
aixe,1=莲沱组
ayeg,1=莲座胚
aykf,1=莲座叶
abxo,1=莲子粥
abin,1=莲子汤
abny,1=莲子心
axif,1=莱维法
afrt,1=莱索托
atxm,1=莱特纳
aidy,1=莱河矿
axqj,1=莱比锡
ajtx,1=莱曼系
avug,1=莱姆病
awug,1=莱伯病
ayfl,1=莫高雷
aede,1=莫须有
alnx,1=莫罗尼
atus,1=莫等闲
asyb,1=莫相离
aicc,1=莫泊桑
acdg,1=莫桑石
ayan,1=莫文蔚
arau,1=莫拉蒂
artr,1=莫扎特
anxt,1=莫慌张
axfi,1=莫强求
aqif,1=莫尔法
aimh,1=莫小贝
agvk,1=莫不如
aaop,1=莨菪烷
ajkk,1=莓螨器
alqf,1=莎车镇
altx,1=莆田系
alym,1=莆田市
ajea,1=荷电膜
aqap,1=荷尔蒙
akaw,1=荷叶茶
akxo,1=荷叶粥
akow,1=荷叶粉
akud,1=荷叶状
akdo,1=荷叶灰
aqnh,1=荷包蛋
arbb,1=药罐子
ajht,1=药电睡
atiw,1=药物浴
ayif,1=药房法
anmg,1=药性赋
anrn,1=药性气
ajxc,1=药师经
akxj,1=药品费
aktu,1=药品科
akif,1=药品法
aksa,1=药品柜
aytu,1=药剂科
ayjg,1=药剂师
ayip,1=药剂学
aykm,1=药剂员
ayuw,1=荨麻疹
aiyf,1=荧光计
aixv,1=荧光绿
aios,1=荧光灯
aisd,1=荧光棒
ainu,1=荧光屏
abmq,1=荥阳网
axeg,1=荥经县
adcm,1=荣辱观
aidg,1=荣誉感
aiuq,1=荣誉奖
aiwk,1=荣耀堡
auwf,1=荣毅仁
atwv,1=荣智健
agdp,1=荣事达
agdm,1=荞麦面
agsp,1=荞麦枕
agfp,1=荞麦壳
asmw,1=荔枝肉
ayrq,1=荒谬的
ayir,1=荒诞派
aygk,1=荒唐事
agvf,1=荒于嬉
aqeo,1=草铵膦
asqg,1=草酸钙
asni,1=草酸尿
arac,1=草质茎
aprl,1=草裙舞
aakd,1=草草哒
atxq,1=草稿纸
atts,1=草稿箱
aybn,1=草率了
atnf,1=草毡层
asdo,1=草木灰
anjh,1=草履虫
akdx,1=草叶龙
ahqf,1=草卡镇
auym,1=荆门市
adqf,1=茹龙镇
ahds,1=茶餐厅
apqc,1=茶褐色
aixj,1=茶水费
asav,1=茶树菇
anja,1=茶尺蠖
abmm,1=茶子岗
avxv,1=茶婊绿
aknh,1=茶叶蛋
akii,1=茶叶水
akyh,1=茶叶店
aaqd,1=茫茫然
asfp,1=茨榆坨
agam,1=茜素黄
ayqi,1=茜施尔
atme,1=茎舌骨
aetp,1=茎胞管
axug,1=茎纹病
apaf,1=茎突鞘
agid,1=茈碧湖
aang,1=茅草屋
akvt,1=茅忠群
akxe,1=茅口组
anta,1=茅以升
abwk,1=茄子煲
axfn,1=范红霞
agga,1=范玮琪
asje,1=范杰明
assv,1=范木根
aldg,1=范思威
afue,1=范志毅
apig,1=范宗沛
awlq,1=范堡罗
almw,1=范围内
arpl,1=范后军
asus,1=范可新
auui,1=范冰冰
awid,1=范仲淹
abbi,1=范丞丞
aoyh,1=茂业店
ajir,1=苹果派
ajsy,1=苹果核
ajsm,1=苹果机
ajrp,1=苹果控
ajux,1=苹果弟
ajvg,1=苹果婊
ajkn,1=苹果呢
adlp,1=英雄连
adtl,1=英雄血
adqs,1=英雄杀
ayqe,1=英语角
ayti,1=英语簿
aylh,1=英语四
aygg,1=英语一
abdt,1=英联邦
arut,1=英皇道
asgc,1=英格玛
aysk,1=英文歌
atym,1=英德市
apmd,1=英安岩
albw,1=英国队
alpk,1=英国宫
alww,1=英国人
acyg,1=英双语
awnk,1=英仙臂
aodp,1=英业达
alrn,1=苯加氢
anep,1=苯乙胺
anoq,1=苯乙烯
agew,1=苦逼脸
arrs,1=苦迭打
atwu,1=苦行僧
atmh,1=苦笋贴
auew,1=苦着脸
arew,1=苦瓜脸
argx,1=苦瓜素
asgx,1=苦木素
anca,1=苦情戏
augk,1=苦差事
abwq,1=苦了你
asaw,1=苦丁茶
aofb,1=苞米地
anql,1=苛性钾
anqm,1=苛性钠
aafh,1=苏东坡
ajev,1=苍蝇腿
apvi,1=苍神录
arll,1=苍白男
arws,1=苍白体
atoc,1=芳香烃
atyj,1=芳香剂
aawx,1=芳基化
afca,1=花鼓戏
amms,1=花骨朵
acib,1=花马池
abbd,1=花阡陌
auma,1=花间曲
ajja,1=花蝴蝶
aaaj,1=花菱草
aqgx,1=花色素
aeoy,1=花肌粹
alic,1=花罗汉
axqm,1=花纹钢
axkh,1=花纹路
aotj,1=花粉篮
aotp,1=花粉管
aoug,1=花粉症
aogu,1=花粉夹
aogk,1=花粉囊
aonm,1=花粉刷
atsr,1=花竹柏
apih,1=花神泪
adso,1=花石楼
atfk,1=花生露
atuq,1=花生酱
atoy,1=花生米
athc,1=花生皮
atim,1=花生油
atin,1=花生汤
aoaj,1=花烟草
aodg,1=花炮厂
aipb,1=花漾字
aigl,1=花泥画
asae,1=花椰菜
asow,1=花椒粉
aslk,1=花格架
asrh,1=花样年
asut,1=花柱道
alsx,1=花架椽
ajmm,1=花果山
amrl,1=花朵舞
afhn,1=花未眠
aycd,1=花旗参
arxk,1=花手绢
anln,1=花心思
agjy,1=花弄影
aylm,1=花序轴
ayrt,1=花序托
ammd,1=花岗岩
apuv,1=花容瘦
avvy,1=花姑娘
adve,1=花大姐
alkk,1=花园口
aqmm,1=花名册
apkw,1=花冠喉
agja,1=花与蝶
agjp,1=花与蛇
atxe,1=芯片组
atog,1=芯片业
aarl,1=芭蕾舞
aayn,1=芭蕉扇
axhv,1=芭比眼
axiv,1=芭比梁
arah,1=芭提雅
avuf,1=芭妮兰
atvg,1=芭利娅
adnx,1=芬太尼
axnx,1=芬丝尼
aiig,1=芦海清
ameg,1=芦山县
ayqn,1=芝麻饼
ayow,1=芝麻粉
aydo,1=芝麻灰
ayim,1=芝麻油
aypn,1=芝麻官
alsk,1=芝加哥
aaqf,1=芙蓉镇
aaqr,1=芙蓉锦
ajeu,1=芒果胶
ajck,1=芒果台
aand,1=芍药居
auou,1=芋头糕
aqcq,1=芋儿鸡
gewf,1=芈月传
amhv,1=节骨眼
auea,1=节间膜
aufc,1=节间支
alds,1=节车厢
acos,1=节能灯
acif,1=节能法
acga,1=节能型
axta,1=节线长
axrq,1=节约的
axbn,1=节约了
agxe,1=节理组
ahsr,1=节点板
askh,1=节根距
auws,1=节旁体
aruh,1=节操站
arkb,1=节操啊
adih,1=节奏波
arul,1=节制闸
aguv,1=节下痕
agrj,1=艾麦提
ajgy,1=艾里斑
akfj,1=艾跃进
aapv,1=艾薇安
aaqt,1=艾薇儿
aaai,1=艾莉莎
aavg,1=艾莉婕
aamh,1=艾艾贴
aojs,1=艾米果
aogm,1=艾米丽
altr,1=艾略特
aiug,1=艾滋病
aiuo,1=艾洛普
asoy,1=艾杜糖
ajxn,1=艾曼纽
ajjg,1=艾晴晴
axss,1=艾弗森
aqhe,1=艾尔肯
adbi,1=艾奇逊
alxj,1=艾力绅
attk,1=艾利和
afom,1=艾云灿
anrj,1=艾买提
asqn,1=艺术馆
asbp,1=艺术院
asyj,1=艺术课
asyw,1=艺术论
asab,1=艺术节
asug,1=艺术美
aslw,1=艺术界
asjv,1=艺术照
asnt,1=艺术性
asna,1=艺术展
aspe,1=艺术家
aspk,1=艺术宫
aspb,1=艺术字
aslf,1=艺术团
askk,1=艺术品
askq,1=艺术史
awbp,1=艺体院
dbgd,1=艳阳天
qtkf,1=色香味
qoop,1=色迷迷
qukl,1=色辨别
qymt,1=色谱峰
qpjf,1=色视野
qpug,1=色视症
qowg,1=色粉盒
qpuj,1=色空间
qhho,1=色眯眯
qiug,1=色汗症
qxou,1=色母粒
qsqf,1=色柯镇
qayu,1=色散谱
qrov,1=色指数
qrim,1=色拉油
qyyf,1=色度计
quaj,1=色差萌
qcxx,1=色对比
qkko,1=色咪咪
quwv,1=色剖分
qgir,1=色刺激
qkqc,1=色中色
carq,1=艰巨的
cant,1=艰巨性
yhsk,1=良皮哥
yqcw,1=良独难
yudo,1=良总磷
yxad,1=良弓藏
yvrq,1=良好的
ysnv,1=良可慨
yxqf,1=良乡镇
tfsr,1=艏封板
tllk,1=艉轴架
tlbd,1=艉轴承
tsiv,1=艉横梁
tlsr,1=艇甲板
twxo,1=艇仔粥
txpy,1=船级社
tgmh,1=船形帽
tyis,1=船底漆
tysr,1=船底板
twlk,1=船位圆
tuos,1=舷门灯
tpwx,1=舵空化
tslk,1=舵构架
tudm,1=舵剖面
tydi,1=舱底泵
tnuw,1=舱壁阀
tnos,1=舱壁灯
tdme,1=舭龙骨
tbkh,1=般阳路
taxc,1=般若经
tyqe,1=航迹角
tpts,1=航空箱
tpia,1=航空港
tpna,1=航空展
tpkk,1=航空器
tprg,1=航空兵
tpog,1=航空业
tsge,1=航标表
tgqi,1=航天钞
rbis,1=舞阳河
rkuk,1=舞蹈部
rkyf,1=舞蹈诗
rktx,1=舞蹈系
rkeb,1=舞蹈服
rkyn,1=舞蹈房
rkpe,1=舞蹈家
rklf,1=舞蹈团
rjkh,1=舞照跳
rcsr,1=舞台板
rcuv,1=舞台妆
rcnd,1=舞台剧
rpyo,1=舞之恋
ebqf,1=舜陵镇
tuew,1=舔着脸
tnhv,1=舔屁眼
tbtd,1=舔了舔
wtps,1=舒血宁
weps,1=舒脑宁
wevy,1=舒肝丸
tmxn,1=舌骨弓
twme,1=舌颌骨
trio,1=舌质淡
teea,1=舌腱膜
tbga,1=舌联型
toea,1=舌粘膜
tpxc,1=舌神经
tiiq,1=舌滤泡
tsem,1=舌横肌
tuer,1=舌前腺
wnxl,1=舆怀幼
vgvq,1=舅表婚
vvsg,1=舅女配
vhpw,1=臼齿突
gupn,1=致闺蜜
glyn,1=致贺词
guyj,1=致癌剂
glnt,1=致畸性
glyj,1=致畸剂
gtdr,1=致敏原
gpkh,1=致富路
gpuk,1=致密部
gpnf,1=致密层
gpwx,1=致密化
gwwt,1=致命伤
glgf,1=致力于
gwip,1=致公党
tgyw,1=臭豆腐
tfvt,1=臭老九
thar,1=臭皮匠
trnf,1=臭氧层
ttug,1=臭毛病
tsim,1=臭松油
tbyb,1=自隔离
tuug,1=自闭症
tlqe,1=自转角
tydg,1=自豪感
tint,1=自觉性
ttlg,1=自行车
tayh,1=自营店
taum,1=自营商
txuf,1=自组装
txxk,1=自组织
tsuq,1=自相交
tqfb,1=自留地
tmyf,1=自由诗
tmce,1=自由能
tmvt,1=自由群
tmia,1=自由港
tmiy,1=自由泳
tmna,1=自由民
tmsa,1=自由模
tmsc,1=自由权
tmaa,1=自由式
tqmq,1=自然风
tqqv,1=自然银
tqqt,1=自然铬
tqqm,1=自然铜
tqsg,1=自然醒
tqyj,1=自然课
tqxe,1=自然级
tqlw,1=自然界
tqtr,1=自然物
tqee,1=自然月
tqov,1=自然数
tqdl,1=自然历
tqlt,1=自然力
tiqe,1=自洽解
tiaq,1=自治区
tiip,1=自沉淀
tnip,1=自民党
tgii,1=自来水
tqmd,1=自杀崖
tylm,1=自旋轴
tyjn,1=自放电
trvs,1=自掺杂
trsf,1=自拍杆
trfc,1=自抽运
txet,1=自引用
tvyn,1=自建房
tnuf,1=自己装
tnaw,1=自己花
tnxy,1=自己编
tnxa,1=自己练
tnet,1=自己用
tnsj,1=自己查
tnjg,1=自己是
tniv,1=自己当
tnpe,1=自己家
tndh,1=自己在
tnkt,1=自己吃
tnbc,1=自己取
tnnm,1=自己刷
tnww,1=自己人
tuny,1=自尊心
tcwj,1=自对偶
tpww,1=自家人
tpyq,1=自定义
tinu,1=自学习
tkfj,1=自喷井
tyfc,1=自启动
tnow,1=自发粉
tnnt,1=自发性
tbbw,1=自卫队
tbsc,1=自卫权
tblt,1=自卫力
tehq,1=自助餐
teql,1=自助链
tfoj,1=自动焊
tfri,1=自动挡
twqe,1=自分解
tbtl,1=自出血
tusc,1=自决权
tual,1=自养菌
twaw,1=自作孽
twbc,1=自会聚
tnyl,1=自以为
tysc,1=自主权
twqt,1=自个儿
dgub,1=臧天朔
ebdm,1=臊子面
nbjt,1=臂际星
ntea,1=臂筋膜
nrov,1=臂指数
nlsd,1=臂力棒
negx,1=臀腺素
niem,1=臀小肌
ndem,1=臀大肌
nrxg,1=臀后线
nuxg,1=臀前线
nupw,1=臀前突
nuaq,1=臀前区
ekpw,1=膻中穴
ewtu,1=膳食科
eeyu,1=膨胀说
eeih,1=膨胀波
eesa,1=膨胀柜
eelt,1=膨胀力
eiff,1=膨润土
ernb,1=膝反屈
emlk,1=膜骨架
ecut,1=膜通道
eokh,1=膜迷路
eabc,1=膜萃取
eers,1=膜膜打
exsq,1=膜结构
exwr,1=膜组件
ejbe,1=膜电阻
ejiy,1=膜电泳
ejse,1=膜电极
ejpw,1=膜电容
ejrv,1=膜电势
ejwu,1=膜电位
ettr,1=膜片箝
eiwx,1=膜消化
erdr,1=膜抗原
eiyu,1=膜学说
yfua,1=膏霜瓶
edgq,1=膈破裂
eeca,1=膀胱颈
eeid,1=膀胱尖
elth,1=腿甲片
esrl,1=腿枪舞
eobn,1=腿断了
edim,1=腾龙洞
efqf,1=腾越镇
eymq,1=腾讯网
esqi,1=腾格尔
efwf,1=腾博会
eueg,1=腾冲县
egbm,1=腾不出
eikf,1=腺小叶
ekkw,1=腺嘌呤
elat,1=腹黑攻
elvv,1=腹黑女
eldc,1=腹黑友
ekod,1=腹足类
eeep,1=腹膜腔
eiiq,1=腹脊沟
eell,1=腹肌男
exxg,1=腹缝线
ehel,1=腹皮肋
eliq,1=腹甲沟
eisy,1=腹沟核
eglq,1=腹平软
equm,1=腹外疝
ersy,1=腹后核
ewxg,1=腹侧线
ewiq,1=腹侧沟
eaoo,1=腱鞘炎
egea,1=腱束膜
ebmw,1=腱子肉
eucy,1=腱交叉
eute,1=腰间盘
euuc,1=腰背痛
eups,1=腰痛宁
eume,1=腰痕骨
edyn,1=腰泵房
ejwf,1=腰果仁
eiem,1=腰小肌
eqbw,1=腰乐队
egvb,1=腰不好
eegx,1=腮腺素
exnm,1=腮红刷
emhw,1=腭骨齿
eatp,1=腭鞘管
eaiq,1=腭鞘沟
ebhg,1=腭隆凸
etxt,1=腭筛缝
esnk,1=腭横襞
esxt,1=腭横缝
eypu,1=腭旋褶
eitp,1=腭小管
eibn,1=腭小孔
ediq,1=腭大沟
elsp,1=腭圆枕
ekem,1=腭咽肌
emiq,1=腕骨沟
eubg,1=腕间隔
eqiw,1=腕锁脊
eqpw,1=腕钩窝
eqid,1=腕钩尖
eqad,1=腕钩基
ejsd,1=腕螺顶
exep,1=腕细腔
epfh,1=腕突起
esiw,1=腕棒脊
efsy,1=腕支柱
emca,1=腓骨颈
enad,1=腓尼基
ywod,1=腐食类
yfgx,1=腐霉素
yqyj,1=腐蚀剂
yhto,1=腐皮悉
yhxx,1=腐皮丝
yioa,1=腐泥煤
ygwx,1=腐殖化
earc,1=腌黄瓜
erae,1=腌白菜
eyxp,1=腋挛缩
erxg,1=腋后线
ekxg,1=腋中线
eiqe,1=腊酒解
eeba,1=腊肠陈
emqn,1=腊肉饭
ermw,1=腊牛肉
eimw,1=腊汁肉
ekqn,1=腊味饭
ewqn,1=腊八饭
ewaf,1=腊八蒜
ewab,1=腊八节
ewxo,1=腊八粥
exsr,1=腈纶棉
euew,1=腆着脸
emdf,1=脾髓压
ebpw,1=脾隐窝
etsf,1=脾移植
ervb,1=脾气好
erfg,1=脾气坏
enqt,1=脸蛋儿
exxa,1=脸红红
exbn,1=脸红了
etqt,1=脸盘儿
ewmq,1=脸盆网
ehai,1=脸皮薄
ehbb,1=脸皮子
ehve,1=脸皮姐
ehdj,1=脸皮厚
ecew,1=脸对脸
evdd,1=脸好大
eanx,1=脸基尼
ehrq,1=脸上的
ehfc,1=脸上却
emaf,1=脱髓鞘
ebjg,1=脱附量
esep,1=脱酰胺
eift,1=脱逃者
etyi,1=脱适应
elkk,1=脱轨器
eyrl,1=脱衣舞
eyeb,1=脱衣服
eqyj,1=脱色剂
eesr,1=脱脂棉
exwh,1=脱线修
edfa,1=脱硫塔
eddg,1=脱硫厂
edyj,1=脱硫剂
efrm,1=脱盐罐
efyx,1=脱盐率
ehsm,1=脱皮机
elug,1=脱甲病
ewul,1=脱焦痂
eite,1=脱水舱
eirv,1=脱水热
eiwb,1=脱水仓
erad,1=脱氰基
ersg,1=脱氨酶
erqm,1=脱氧铜
erfa,1=脱氧塔
erii,1=脱气水
etja,1=脱毛蜡
etsy,1=脱毛术
eair,1=脱欧派
esyj,1=脱模剂
eswx,1=脱极化
eyya,1=脱方度
etyj,1=脱敏剂
eryl,1=脱拉库
elqt,1=脱团狗
ekyj,1=脱叶剂
ekte,1=脱口秀
eqgk,1=脱包囊
eikc,1=脱光吧
eneb,1=脱习服
enop,1=脱乙烷
egop,1=脱丙烷
egga,1=脱不开
euib,1=脚间池
eklg,1=脚踏车
eksr,1=脚踏板
ekaa,1=脚踏式
ekrv,1=脚踏垫
eklh,1=脚趾甲
ekud,1=脚趾头
ercn,1=脚气马
erug,1=脚气病
ehtq,1=脚步稳
ehfn,1=脚步声
erlk,1=脚手架
ersf,1=脚手杆
eysr,1=脚底板
ebrk,1=脚孤拐
erkh,1=脚后跟
ebta,1=脖子长
ereq,1=脓气胸
ehme,1=脑颅骨
efai,1=脑震荡
efih,1=脑过小
elwx,1=脑软化
ewjf,1=脑袋里
ewrc,1=脑袋瓜
etsw,1=脑血栓
eeoo,1=脑膜炎
eeek,1=脑脓肿
eime,1=脑脊髓
exce,1=脑络通
exui,1=脑结冰
exeq,1=脑细胞
epxc,1=脑神经
erqq,1=脑白金
euap,1=脑疲劳
erut,1=脑瓜疼
erqt,1=脑瓜儿
evce,1=脑灵通
eiiy,1=脑灌注
eitl,1=脑溢血
eijf,1=脑海里
eikh,1=脑海中
eiab,1=脑洞节
eiek,1=脑水肿
egqn,1=脑残饭
egow,1=脑残粉
egjt,1=脑残星
egvv,1=脑残女
egnd,1=脑残剧
esga,1=脑模型
esma,1=脑桥曲
espf,1=脑栓塞
edwq,1=脑成像
ence,1=脑心通
enpv,1=脑心安
epwu,1=脑定位
ebjf,1=脑子里
ebts,1=脑子笨
eqwt,1=脑外伤
efqa,1=脑壳昏
etws,1=脑垂体
eked,1=脑啡肽
eedf,1=脑受压
ekmq,1=脑中风
ehws,1=脑上体
eeuo,1=脐肠瘘
exca,1=脐绕颈
ertp,1=脐插管
etmw,1=脐息肉
egtl,1=脐带血
enuo,1=脐尿瘘
eysk,1=脏话哥
eytj,1=脏衣篮
ewwg,1=脏兮兮
ettu,1=脏乎乎
imoo,1=脊髓炎
imsv,1=脊髓根
idoo,1=脊灰炎
isme,1=脊椎骨
isoo,1=脊椎炎
iime,1=脊梁骨
isuk,1=脊柱部
isaq,1=脊柱区
ighw,1=脊型齿
iwdq,1=脊休克
igep,1=脊下腔
euaq,1=脉间区
exgq,1=脉络裂
exgk,1=脉络带
exps,1=脉络宁
eiov,1=脉波数
eixl,1=脉沉细
erih,1=脉搏波
erlt,1=脉搏图
eqov,1=脉岛数
efyu,1=脉动说
efse,1=脉动极
efja,1=脉动暴
eujt,1=脉冲星
eufn,1=脉冲声
emqg,1=脆肉鲩
edya,1=脆碎度
ehlq,1=脆皮鸭
ehcq,1=脆皮鸡
ehen,1=脆皮肠
exhk,1=脆弱点
epgx,1=脂褐素
eeem,1=脂膜肌
eeur,1=脂肪瓣
eeim,1=脂肪油
eenf,1=脂肪层
eeni,1=脂肪尿
edyd,1=脂砚斋
egoc,1=脂环烃
estj,1=脂松香
eunf,1=脂单层
cktj,1=能顺利
cjyu,1=能量谱
cjgf,1=能量球
cjiy,1=能量流
cjif,1=能量法
cjsd,1=能量棒
cjgk,1=能量束
cjlu,1=能量圈
ctyi,1=能适应
cljq,1=能轻易
ckwq,1=能跟你
cmya,1=能见度
ctgi,1=能行不
cykf,1=能育叶
cbgd,1=能聊天
cdyx,1=能耗率
cxxf,1=能继续
cxkc,1=能给吗
cxeq,1=能细胞
cxlt,1=能级图
crrh,1=能看看
crig,1=能看清
crbm,1=能看出
crtc,1=能看么
crgh,1=能看下
ctdh,1=能生存
cgqe,1=能理解
cqgc,1=能猜到
ciuk,1=能源部
ciem,1=能源股
citu,1=能源科
ciss,1=能源林
cirn,1=能源所
cinn,1=能源局
ciya,1=能温席
civb,1=能治好
csgc,1=能查到
cuxx,1=能效比
crwh,1=能换个
crqg,1=能挣钱
cbep,1=能承受
crgc,1=能找到
crrr,1=能打折
crpb,1=能打字
crfc,1=能打动
cvep,1=能忍受
cdwq,1=能帮你
cpxm,1=能容纳
cpvy,1=能容忍
cpdn,1=能完成
cvhk,1=能好点
cvkc,1=能好吗
cjrf,1=能坚持
ckqn,1=能吃饱
ckkc,1=能吃吗
cktc,1=能吃么
ckgi,1=能吃不
cngi,1=能发不
cest,1=能及格
cqmb,1=能包邮
cfbp,1=能动院
cfnt,1=能动性
clgj,1=能办理
clge,1=能力表
cgtc,1=能到么
cpbm,1=能写出
cwlt,1=能全力
cdeb,1=能克服
ctlk,1=能先圆
cwrq,1=能做的
cwjf,1=能仁里
cgce,1=能不能
cgnn,1=能不快
cgkj,1=能不喝
chxg,1=能上线
chkc,1=能上吗
chgi,1=能上不
cgsu,1=能一样
emuk,1=胸骨部
emqe,1=胸骨角
emea,1=胸骨膜
emem,1=胸骨肌
emxg,1=胸骨线
emfc,1=胸骨支
eesd,1=胸膜顶
eeuc,1=胸膜痛
eeuk,1=胸肋部
egsr,1=胸殖板
esem,1=胸横肌
egem,1=胸棘肌
esbn,1=胸板孔
enbu,1=胸导联
edih,1=胸太小
ekvf,1=胸器妹
eker,1=胸唾腺
ecad,1=胸叉基
ecxx,1=胸叉丝
emjc,1=胸内肾
eraf,1=胶质鞘
erxx,1=胶质丝
epea,1=胶被膜
extr,1=胶结物
exfp,1=胶结壳
exyj,1=胶结剂
exsm,1=胶纸机
eoer,1=胶粘腺
eois,1=胶粘漆
eoya,1=胶粘度
eoyj,1=胶粘剂
eddy,1=胶磷矿
eioa,1=胶泥煤
esex,1=胶树脂
egxq,1=胶带纸
egsm,1=胶带机
eyiy,1=胶州湾
eyym,1=胶州市
elgx,1=胶固素
egax,1=胶囊药
egad,1=胶囊期
egyj,1=胶囊剂
ewsr,1=胶合板
edsg,1=胶原酶
ewys,1=胶体磨
eeev,1=胳膊腿
eeef,1=胳膊肘
eigx,1=胰泌素
eqlm,1=胰岛轴
eqgx,1=胰岛素
eqed,1=胰多肽
eayo,1=胰切迹
eefv,1=胭脂雪
eejh,1=胭脂虫
eexa,1=胭脂红
eerk,1=胭脂扣
ekuk,1=胫跟部
eakh,1=胫节距
eeme,1=胫腓骨
dqid,1=胡锦涛
dfmm,1=胡越山
djvj,1=胡蜂巢
daan,1=胡蓓蔚
dxxm,1=胡维纳
dxpp,1=胡经之
duna,1=胡立民
dumt,1=胡立峰
dryv,1=胡皓康
dosq,1=胡炳榴
dsqn,1=胡椒饼
dsow,1=胡椒粉
dsnl,1=胡林翼
djih,1=胡晓波
djsi,1=胡晓桃
djso,1=胡晓杰
dtsg,1=胡敏酸
dtgx,1=胡敏素
dtje,1=胡敏明
dlxd,1=胡恩绮
dlln,1=胡思思
dfje,1=胡志明
dtwk,1=胡德堡
duyg,1=胡彦斌
dvje,1=胡建明
dvus,1=胡建新
dpai,1=胡宜东
dppt,1=胡宗宪
dpfm,1=胡宗南
dvvk,1=胡娟娟
dpqi,1=胡塞尔
dfan,1=胡培蔚
dkwh,1=胡吗个
dfnm,1=胡元恺
dbrc,1=胡了把
dqbw,1=胡乐阶
dqxe,1=胡乐组
dkgj,1=胡中惠
eqiq,1=胞饮泡
eubi,1=胞间隙
euep,1=胞间腔
eust,1=胞间桥
erst,1=胞质桥
eqsg,1=胞外酶
ensg,1=胞壁酸
ekkp,1=胞嘧啶
ektj,1=胞咽篮
eksf,1=胞咽杆
eain,1=胜茶汤
eaqf,1=胜芳镇
efxe,1=胜者组
ehdd,1=胜点套
etsk,1=胜利哥
egct,1=胜不骄
eaaf,1=胚芽鞘
eiep,1=胚泡腔
esaf,1=胚根鞘
esdr,1=胚根原
eseg,1=胚柄胚
esnf,1=胚柄层
ebdf,1=胚孔唇
evru,1=胚嫁接
efud,1=胚培养
emaq,1=胚周区
edad,1=胚原基
ewnk,1=胚体壁
eyeu,1=胖就胖
evve,1=胖姐姐
evby,1=胖女孩
evww,1=胖女人
eubp,1=胖头陀
edit,1=胖大海
essk,1=胖哥哥
eago,1=胖东来
ejgx,1=胎里素
etgm,1=胎管刺
etbg,1=胎盘隔
etcq,1=胎生鸡
erhc,1=胎牛皮
eywu,1=胎方位
enyx,1=胎心率
eysa,1=胎座框
edyf,1=胎压计
efdg,1=胎动感
emec,1=胎内胎
eqjc,1=胎儿肾
eqip,1=胎儿学
euaa,1=胎产式
ekec,1=胎中胎
ulqk,1=背黑锅
ucxt,1=背颈缝
utux,1=背靠背
uuem,1=背阔肌
uesr,1=背腕板
utea,1=背系膜
upwx,1=背空化
uuax,1=背着药
uupw,1=背瘤突
ursd,1=背牛顶
uooo,1=背灼炎
uibl,1=背水阵
urtp,1=背气管
utaa,1=背毛式
urrv,1=背欣垫
uyxp,1=背文综
ugic,1=背政治
urjy,1=背投影
unpu,1=背心裙
unwa,1=背心袋
utnj,1=背得慢
ucux,1=背对背
upos,1=背寒灯
uvlk,1=背媳回
uvrl,1=背娃舞
uvxn,1=背如弓
umkf,1=背刚叶
unup,1=背书帝
ukiw,1=背中脊
uksg,1=背中槽
ugbm,1=背不出
eqwx,1=胆钙化
exuc,1=胆绞痛
exdg,1=胆结石
exgx,1=胆红素
etoo,1=胆管炎
eirf,1=胆汁质
eieq,1=胆汁胸
eifh,1=胆汁盐
eini,1=胆汁尿
eirq,1=胆小鬼
ebih,1=胆子小
elsg,1=胆固醇
egca,1=胆囊颈
egyq,1=胆囊底
efjt,1=胆南星
ltea,1=胃黏膜
lcep,1=胃难受
lwgu,1=胃舒平
lenk,1=胃胰襞
letu,1=胃肠科
leip,1=胃肠学
lyou,1=胃糜烂
loea,1=胃粘膜
lpoo,1=胃窦炎
luyo,1=胃痉挛
loot,1=胃爆炸
lorv,1=胃灼热
liqy,1=胃潴留
liun,1=胃溃疡
ligx,1=胃泌素
lrpw,1=胃排空
lrlf,1=胃扭转
ltpg,1=胃憩室
ltmw,1=胃息肉
lnic,1=胃必治
